sample_id,frame,simulation_time,lap_id,ego_speed_kmh,ego_x,ego_y,ego_z,ego_roll,ego_pitch,ego_yaw,lidar_points,semantic_points,adaptive_25d_cells,terrain_cells,static_obstacle_cells,vehicle_cells,pedestrian_cells,road_cells,sidewalk_cells,min_resolution_m,max_resolution_m,front_vehicle,front_distance_m,front_speed_kmh,collision_count,scenario,depression_id,depression_center_m,depression_start_m,depression_end_m,distance_to_depression_m,inside_depression,weather,raw_lidar_file,semantic_lidar_file,adaptive_25d_file
9535,216981,962.129,1,36.231,4709.208,-1.976,0.002,-0.0,0.0,-0.003,3433,6256,2443,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,809.21,0,Daylight_No_Rain,raw_lidar\lidar_009535.npy,semantic_lidar\semantic_009535.npy,adaptive_2_5d\grid_009535.npz
9536,216983,962.229,1,36.231,4710.215,-1.976,0.002,-0.0,0.0,-0.003,11209,20358,8012,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,810.22,0,Daylight_No_Rain,raw_lidar\lidar_009536.npy,semantic_lidar\semantic_009536.npy,adaptive_2_5d\grid_009536.npz
9537,216985,962.329,1,36.231,4711.221,-1.976,0.002,-0.0,0.0,-0.003,3461,6256,2465,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,811.22,0,Daylight_No_Rain,raw_lidar\lidar_009537.npy,semantic_lidar\semantic_009537.npy,adaptive_2_5d\grid_009537.npz
9538,216987,962.429,1,36.278,4712.73,-1.976,0.002,-0.0,0.0,-0.003,11182,20359,8028,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,812.73,0,Daylight_No_Rain,raw_lidar\lidar_009538.npy,semantic_lidar\semantic_009538.npy,adaptive_2_5d\grid_009538.npz
9539,216989,962.529,1,36.232,4713.234,-1.976,0.002,-0.0,0.0,-0.003,3421,6256,2429,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,813.23,0,Daylight_No_Rain,raw_lidar\lidar_009539.npy,semantic_lidar\semantic_009539.npy,adaptive_2_5d\grid_009539.npz
9540,216991,962.629,1,36.279,4714.743,-1.976,0.002,-0.0,0.0,-0.003,11192,20359,8026,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,814.74,0,Daylight_No_Rain,raw_lidar\lidar_009540.npy,semantic_lidar\semantic_009540.npy,adaptive_2_5d\grid_009540.npz
9541,216993,962.729,1,36.232,4715.246,-1.976,0.002,-0.0,0.0,-0.003,3461,6255,2463,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,815.25,0,Daylight_No_Rain,raw_lidar\lidar_009541.npy,semantic_lidar\semantic_009541.npy,adaptive_2_5d\grid_009541.npz
9542,216995,962.829,1,36.279,4716.755,-1.976,0.002,-0.0,0.0,-0.003,11217,20360,8053,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,816.76,0,Daylight_No_Rain,raw_lidar\lidar_009542.npy,semantic_lidar\semantic_009542.npy,adaptive_2_5d\grid_009542.npz
9543,216997,962.929,1,36.232,4717.259,-1.976,0.002,-0.0,0.0,-0.003,3480,6255,2489,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,817.26,0,Daylight_No_Rain,raw_lidar\lidar_009543.npy,semantic_lidar\semantic_009543.npy,adaptive_2_5d\grid_009543.npz
9544,216999,963.029,1,36.232,4718.265,-1.976,0.002,-0.0,0.0,-0.003,11119,20361,8003,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,818.27,0,Daylight_No_Rain,raw_lidar\lidar_009544.npy,semantic_lidar\semantic_009544.npy,adaptive_2_5d\grid_009544.npz
9545,217001,963.129,1,36.232,4719.271,-1.976,0.002,-0.0,0.0,-0.003,3421,6255,2445,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,819.27,0,Daylight_No_Rain,raw_lidar\lidar_009545.npy,semantic_lidar\semantic_009545.npy,adaptive_2_5d\grid_009545.npz
9546,217003,963.229,1,36.232,4720.277,-1.977,0.002,-0.0,0.0,-0.003,11126,20361,7974,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,820.28,0,Daylight_No_Rain,raw_lidar\lidar_009546.npy,semantic_lidar\semantic_009546.npy,adaptive_2_5d\grid_009546.npz
9547,217005,963.329,1,36.232,4721.284,-1.977,0.002,-0.0,0.0,-0.003,3462,6255,2479,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,821.28,0,Daylight_No_Rain,raw_lidar\lidar_009547.npy,semantic_lidar\semantic_009547.npy,adaptive_2_5d\grid_009547.npz
9548,217007,963.429,1,36.231,4722.29,-1.977,0.002,-0.0,0.0,-0.003,11167,20362,8043,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,822.29,0,Daylight_No_Rain,raw_lidar\lidar_009548.npy,semantic_lidar\semantic_009548.npy,adaptive_2_5d\grid_009548.npz
9549,217009,963.529,1,36.231,4723.296,-1.977,0.002,-0.0,0.0,-0.003,3503,6255,2473,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,823.3,0,Daylight_No_Rain,raw_lidar\lidar_009549.npy,semantic_lidar\semantic_009549.npy,adaptive_2_5d\grid_009549.npz
9550,217011,963.629,1,36.231,4724.302,-1.977,0.002,-0.0,0.0,-0.003,11276,20362,8064,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,824.3,0,Daylight_No_Rain,raw_lidar\lidar_009550.npy,semantic_lidar\semantic_009550.npy,adaptive_2_5d\grid_009550.npz
9551,217013,963.729,1,36.231,4725.309,-1.977,0.002,-0.0,0.0,-0.003,3408,6254,2446,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,825.31,0,Daylight_No_Rain,raw_lidar\lidar_009551.npy,semantic_lidar\semantic_009551.npy,adaptive_2_5d\grid_009551.npz
9552,217015,963.829,1,36.231,4726.315,-1.977,0.002,-0.0,0.0,-0.003,11229,20362,8011,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,826.31,0,Daylight_No_Rain,raw_lidar\lidar_009552.npy,semantic_lidar\semantic_009552.npy,adaptive_2_5d\grid_009552.npz
9553,217017,963.929,1,36.231,4727.321,-1.977,0.002,-0.0,0.0,-0.003,3453,6253,2466,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,827.32,0,Daylight_No_Rain,raw_lidar\lidar_009553.npy,semantic_lidar\semantic_009553.npy,adaptive_2_5d\grid_009553.npz
9554,217019,964.029,1,36.231,4728.328,-1.977,0.002,-0.0,0.0,-0.003,11171,20363,8032,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,828.33,0,Daylight_No_Rain,raw_lidar\lidar_009554.npy,semantic_lidar\semantic_009554.npy,adaptive_2_5d\grid_009554.npz
9555,217021,964.129,1,36.232,4729.333,-1.977,0.002,-0.0,0.0,-0.003,3452,6253,2452,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,829.33,0,Daylight_No_Rain,raw_lidar\lidar_009555.npy,semantic_lidar\semantic_009555.npy,adaptive_2_5d\grid_009555.npz
9556,217023,964.229,1,36.232,4730.34,-1.977,0.002,-0.0,0.0,-0.003,11198,20363,7992,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,830.34,0,Daylight_No_Rain,raw_lidar\lidar_009556.npy,semantic_lidar\semantic_009556.npy,adaptive_2_5d\grid_009556.npz
9557,217025,964.329,1,36.232,4731.346,-1.977,0.002,-0.0,0.0,-0.003,3434,6253,2456,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,831.35,0,Daylight_No_Rain,raw_lidar\lidar_009557.npy,semantic_lidar\semantic_009557.npy,adaptive_2_5d\grid_009557.npz
9558,217027,964.429,1,36.279,4732.855,-1.977,0.002,-0.0,0.0,-0.003,11135,20363,7998,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,832.85,0,Daylight_No_Rain,raw_lidar\lidar_009558.npy,semantic_lidar\semantic_009558.npy,adaptive_2_5d\grid_009558.npz
9559,217029,964.529,1,36.232,4733.359,-1.977,0.002,-0.0,0.0,-0.003,3445,6253,2466,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,833.36,0,Daylight_No_Rain,raw_lidar\lidar_009559.npy,semantic_lidar\semantic_009559.npy,adaptive_2_5d\grid_009559.npz
9560,217031,964.629,1,36.279,4734.868,-1.977,0.002,-0.0,0.0,-0.003,11116,20365,7900,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,834.87,0,Daylight_No_Rain,raw_lidar\lidar_009560.npy,semantic_lidar\semantic_009560.npy,adaptive_2_5d\grid_009560.npz
9561,217033,964.729,1,36.232,4735.371,-1.977,0.002,-0.0,0.0,-0.003,3425,6253,2456,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,835.37,0,Daylight_No_Rain,raw_lidar\lidar_009561.npy,semantic_lidar\semantic_009561.npy,adaptive_2_5d\grid_009561.npz
9562,217035,964.829,1,36.232,4736.377,-1.977,0.002,-0.0,0.0,-0.003,11220,20366,8019,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,836.38,0,Daylight_No_Rain,raw_lidar\lidar_009562.npy,semantic_lidar\semantic_009562.npy,adaptive_2_5d\grid_009562.npz
9563,217037,964.929,1,36.232,4737.384,-1.977,0.002,-0.0,0.0,-0.003,3485,6252,2510,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,837.38,0,Daylight_No_Rain,raw_lidar\lidar_009563.npy,semantic_lidar\semantic_009563.npy,adaptive_2_5d\grid_009563.npz
9564,217039,965.029,1,36.232,4738.39,-1.977,0.002,-0.0,0.0,-0.003,11154,20366,7977,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,838.39,0,Daylight_No_Rain,raw_lidar\lidar_009564.npy,semantic_lidar\semantic_009564.npy,adaptive_2_5d\grid_009564.npz
9565,217041,965.129,1,36.231,4739.396,-1.977,0.002,-0.0,0.0,-0.003,3435,6252,2453,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,839.4,0,Daylight_No_Rain,raw_lidar\lidar_009565.npy,semantic_lidar\semantic_009565.npy,adaptive_2_5d\grid_009565.npz
9566,217043,965.229,1,36.231,4740.402,-1.977,0.002,-0.0,0.0,-0.003,11163,20366,8008,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,840.4,0,Daylight_No_Rain,raw_lidar\lidar_009566.npy,semantic_lidar\semantic_009566.npy,adaptive_2_5d\grid_009566.npz
9567,217045,965.329,1,36.231,4741.409,-1.978,0.002,-0.0,0.0,-0.003,3464,6252,2442,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,841.41,0,Daylight_No_Rain,raw_lidar\lidar_009567.npy,semantic_lidar\semantic_009567.npy,adaptive_2_5d\grid_009567.npz
9568,217047,965.429,1,36.231,4742.415,-1.978,0.002,-0.0,0.0,-0.003,11249,20367,8057,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,842.41,0,Daylight_No_Rain,raw_lidar\lidar_009568.npy,semantic_lidar\semantic_009568.npy,adaptive_2_5d\grid_009568.npz
9569,217049,965.529,1,36.231,4743.421,-1.978,0.002,-0.0,0.0,-0.003,3431,6252,2462,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,843.42,0,Daylight_No_Rain,raw_lidar\lidar_009569.npy,semantic_lidar\semantic_009569.npy,adaptive_2_5d\grid_009569.npz
9570,217051,965.629,1,36.231,4744.427,-1.978,0.002,-0.0,0.0,-0.003,11144,20367,7992,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,844.43,0,Daylight_No_Rain,raw_lidar\lidar_009570.npy,semantic_lidar\semantic_009570.npy,adaptive_2_5d\grid_009570.npz
9571,217053,965.729,1,36.231,4745.434,-1.978,0.002,-0.0,0.0,-0.003,3488,6252,2487,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,845.43,0,Daylight_No_Rain,raw_lidar\lidar_009571.npy,semantic_lidar\semantic_009571.npy,adaptive_2_5d\grid_009571.npz
9572,217055,965.829,1,36.231,4746.44,-1.978,0.002,-0.0,0.0,-0.003,11133,20368,7987,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,846.44,0,Daylight_No_Rain,raw_lidar\lidar_009572.npy,semantic_lidar\semantic_009572.npy,adaptive_2_5d\grid_009572.npz
9573,217057,965.929,1,36.231,4747.446,-1.978,0.002,-0.0,0.0,-0.003,3456,6252,2458,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,847.45,0,Daylight_No_Rain,raw_lidar\lidar_009573.npy,semantic_lidar\semantic_009573.npy,adaptive_2_5d\grid_009573.npz
9574,217059,966.029,1,36.231,4748.453,-1.978,0.002,-0.0,0.0,-0.003,11207,20368,8013,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,848.45,0,Daylight_No_Rain,raw_lidar\lidar_009574.npy,semantic_lidar\semantic_009574.npy,adaptive_2_5d\grid_009574.npz
9575,217061,966.129,1,36.231,4749.458,-1.978,0.002,-0.0,0.0,-0.003,3447,6252,2443,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,849.46,0,Daylight_No_Rain,raw_lidar\lidar_009575.npy,semantic_lidar\semantic_009575.npy,adaptive_2_5d\grid_009575.npz
9576,217063,966.229,1,36.231,4750.465,-1.978,0.002,-0.0,0.0,-0.003,11187,20368,8008,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,850.47,0,Daylight_No_Rain,raw_lidar\lidar_009576.npy,semantic_lidar\semantic_009576.npy,adaptive_2_5d\grid_009576.npz
9577,217065,966.329,1,36.231,4751.471,-1.978,0.002,-0.0,0.0,-0.003,3556,6252,2506,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,851.47,0,Daylight_No_Rain,raw_lidar\lidar_009577.npy,semantic_lidar\semantic_009577.npy,adaptive_2_5d\grid_009577.npz
9578,217067,966.429,1,36.231,4752.478,-1.978,0.002,-0.0,0.0,-0.003,11203,20368,8002,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,852.48,0,Daylight_No_Rain,raw_lidar\lidar_009578.npy,semantic_lidar\semantic_009578.npy,adaptive_2_5d\grid_009578.npz
9579,217069,966.529,1,36.231,4753.484,-1.978,0.002,-0.0,0.0,-0.003,3425,6252,2415,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,853.48,0,Daylight_No_Rain,raw_lidar\lidar_009579.npy,semantic_lidar\semantic_009579.npy,adaptive_2_5d\grid_009579.npz
9580,217071,966.629,1,36.231,4754.49,-1.978,0.002,-0.0,0.0,-0.003,11357,20368,8052,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,854.49,0,Daylight_No_Rain,raw_lidar\lidar_009580.npy,semantic_lidar\semantic_009580.npy,adaptive_2_5d\grid_009580.npz
9581,217073,966.729,1,36.231,4755.496,-1.978,0.002,-0.0,0.0,-0.003,3450,6252,2465,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,855.5,0,Daylight_No_Rain,raw_lidar\lidar_009581.npy,semantic_lidar\semantic_009581.npy,adaptive_2_5d\grid_009581.npz
9582,217075,966.829,1,36.231,4756.502,-1.978,0.002,-0.0,0.0,-0.003,11288,20369,8025,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,856.5,0,Daylight_No_Rain,raw_lidar\lidar_009582.npy,semantic_lidar\semantic_009582.npy,adaptive_2_5d\grid_009582.npz
9583,217077,966.929,1,36.231,4757.509,-1.978,0.002,-0.0,0.0,-0.003,3433,6251,2461,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,857.51,0,Daylight_No_Rain,raw_lidar\lidar_009583.npy,semantic_lidar\semantic_009583.npy,adaptive_2_5d\grid_009583.npz
9584,217079,967.029,1,36.231,4758.515,-1.978,0.002,-0.0,0.0,-0.003,11196,20369,7995,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,858.52,0,Daylight_No_Rain,raw_lidar\lidar_009584.npy,semantic_lidar\semantic_009584.npy,adaptive_2_5d\grid_009584.npz
9585,217081,967.129,1,36.231,4759.521,-1.978,0.002,-0.0,0.0,-0.003,3445,6251,2466,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,859.52,0,Daylight_No_Rain,raw_lidar\lidar_009585.npy,semantic_lidar\semantic_009585.npy,adaptive_2_5d\grid_009585.npz
9586,217083,967.229,1,36.231,4760.527,-1.978,0.002,-0.0,0.0,-0.003,11224,20369,7962,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,860.53,0,Daylight_No_Rain,raw_lidar\lidar_009586.npy,semantic_lidar\semantic_009586.npy,adaptive_2_5d\grid_009586.npz
9587,217085,967.329,1,36.231,4761.534,-1.978,0.002,-0.0,0.0,-0.003,3422,6251,2423,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,861.53,0,Daylight_No_Rain,raw_lidar\lidar_009587.npy,semantic_lidar\semantic_009587.npy,adaptive_2_5d\grid_009587.npz
9588,217087,967.429,1,36.231,4762.54,-1.979,0.002,-0.0,0.0,-0.003,11119,20369,7910,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,862.54,0,Daylight_No_Rain,raw_lidar\lidar_009588.npy,semantic_lidar\semantic_009588.npy,adaptive_2_5d\grid_009588.npz
9589,217089,967.529,1,36.231,4763.546,-1.979,0.002,-0.0,0.0,-0.003,3470,6251,2490,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,863.55,0,Daylight_No_Rain,raw_lidar\lidar_009589.npy,semantic_lidar\semantic_009589.npy,adaptive_2_5d\grid_009589.npz
9590,217091,967.629,1,36.231,4764.552,-1.979,0.002,-0.0,0.0,-0.003,11225,20369,7999,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,864.55,0,Daylight_No_Rain,raw_lidar\lidar_009590.npy,semantic_lidar\semantic_009590.npy,adaptive_2_5d\grid_009590.npz
9591,217093,967.729,1,36.231,4765.559,-1.979,0.002,-0.0,0.0,-0.003,3450,6251,2454,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,865.56,0,Daylight_No_Rain,raw_lidar\lidar_009591.npy,semantic_lidar\semantic_009591.npy,adaptive_2_5d\grid_009591.npz
9592,217095,967.829,1,36.231,4766.565,-1.979,0.002,-0.0,0.0,-0.003,11304,20369,8065,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,866.56,0,Daylight_No_Rain,raw_lidar\lidar_009592.npy,semantic_lidar\semantic_009592.npy,adaptive_2_5d\grid_009592.npz
9593,217097,967.929,1,36.231,4767.571,-1.979,0.002,-0.0,0.0,-0.003,3394,6250,2427,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,867.57,0,Daylight_No_Rain,raw_lidar\lidar_009593.npy,semantic_lidar\semantic_009593.npy,adaptive_2_5d\grid_009593.npz
9594,217099,968.029,1,36.278,4769.081,-1.979,0.002,-0.0,0.0,-0.003,11177,20369,8009,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,869.08,0,Daylight_No_Rain,raw_lidar\lidar_009594.npy,semantic_lidar\semantic_009594.npy,adaptive_2_5d\grid_009594.npz
9595,217101,968.129,1,36.231,4769.583,-1.979,0.002,-0.0,0.0,-0.003,3483,6249,2491,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,869.58,0,Daylight_No_Rain,raw_lidar\lidar_009595.npy,semantic_lidar\semantic_009595.npy,adaptive_2_5d\grid_009595.npz
9596,217103,968.229,1,36.278,4771.093,-1.979,0.002,-0.0,0.0,-0.003,11270,20370,8057,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,871.09,0,Daylight_No_Rain,raw_lidar\lidar_009596.npy,semantic_lidar\semantic_009596.npy,adaptive_2_5d\grid_009596.npz
9597,217105,968.329,1,36.231,4771.596,-1.979,0.002,-0.0,0.0,-0.003,3450,6248,2442,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,871.6,0,Daylight_No_Rain,raw_lidar\lidar_009597.npy,semantic_lidar\semantic_009597.npy,adaptive_2_5d\grid_009597.npz
9598,217107,968.429,1,36.278,4773.105,-1.979,0.002,-0.0,0.0,-0.003,11188,20370,8031,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,873.1,0,Daylight_No_Rain,raw_lidar\lidar_009598.npy,semantic_lidar\semantic_009598.npy,adaptive_2_5d\grid_009598.npz
9599,217109,968.529,1,36.231,4773.609,-1.979,0.002,-0.0,0.0,-0.003,3422,6247,2446,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,873.61,0,Daylight_No_Rain,raw_lidar\lidar_009599.npy,semantic_lidar\semantic_009599.npy,adaptive_2_5d\grid_009599.npz
9600,217111,968.629,1,36.231,4774.615,-1.979,0.002,-0.0,0.0,-0.003,11179,20370,7974,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,874.61,0,Daylight_No_Rain,raw_lidar\lidar_009600.npy,semantic_lidar\semantic_009600.npy,adaptive_2_5d\grid_009600.npz
9601,217113,968.729,1,36.231,4775.621,-1.979,0.002,-0.0,0.0,-0.003,3460,6247,2467,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,875.62,0,Daylight_No_Rain,raw_lidar\lidar_009601.npy,semantic_lidar\semantic_009601.npy,adaptive_2_5d\grid_009601.npz
9602,217115,968.829,1,36.231,4776.627,-1.979,0.002,-0.0,0.0,-0.003,11212,20370,7975,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,876.63,0,Daylight_No_Rain,raw_lidar\lidar_009602.npy,semantic_lidar\semantic_009602.npy,adaptive_2_5d\grid_009602.npz
9603,217117,968.929,1,36.231,4777.634,-1.979,0.002,-0.0,0.0,-0.003,3450,6247,2454,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,877.63,0,Daylight_No_Rain,raw_lidar\lidar_009603.npy,semantic_lidar\semantic_009603.npy,adaptive_2_5d\grid_009603.npz
9604,217119,969.029,1,36.231,4778.64,-1.979,0.002,-0.0,0.0,-0.003,11245,20370,8051,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,878.64,0,Daylight_No_Rain,raw_lidar\lidar_009604.npy,semantic_lidar\semantic_009604.npy,adaptive_2_5d\grid_009604.npz
9605,217121,969.129,1,36.231,4779.646,-1.979,0.002,-0.0,0.0,-0.003,3407,6245,2420,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,879.65,0,Daylight_No_Rain,raw_lidar\lidar_009605.npy,semantic_lidar\semantic_009605.npy,adaptive_2_5d\grid_009605.npz
