sample_id,frame,simulation_time,lap_id,ego_speed_kmh,ego_x,ego_y,ego_z,ego_roll,ego_pitch,ego_yaw,lidar_points,semantic_points,adaptive_25d_cells,terrain_cells,static_obstacle_cells,vehicle_cells,pedestrian_cells,road_cells,sidewalk_cells,min_resolution_m,max_resolution_m,front_vehicle,front_distance_m,front_speed_kmh,collision_count,scenario,depression_id,depression_center_m,depression_start_m,depression_end_m,distance_to_depression_m,inside_depression,weather,raw_lidar_file,semantic_lidar_file,adaptive_25d_file
9464,216839,955.029,1,36.279,4638.268,-1.973,0.002,-0.0,0.0,-0.003,11148,20348,7974,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,738.27,0,Daylight_No_Rain,raw_lidar\lidar_009464.npy,semantic_lidar\semantic_009464.npy,adaptive_2_5d\grid_009464.npz
9465,216841,955.129,1,36.232,4638.771,-1.973,0.002,-0.0,0.0,-0.003,3444,6264,2457,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,738.77,0,Daylight_No_Rain,raw_lidar\lidar_009465.npy,semantic_lidar\semantic_009465.npy,adaptive_2_5d\grid_009465.npz
9466,216843,955.229,1,36.232,4639.777,-1.973,0.002,-0.0,0.0,-0.003,11156,20348,8003,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,739.78,0,Daylight_No_Rain,raw_lidar\lidar_009466.npy,semantic_lidar\semantic_009466.npy,adaptive_2_5d\grid_009466.npz
9467,216845,955.329,1,36.232,4640.784,-1.973,0.002,-0.0,0.0,-0.003,3446,6264,2449,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,740.78,0,Daylight_No_Rain,raw_lidar\lidar_009467.npy,semantic_lidar\semantic_009467.npy,adaptive_2_5d\grid_009467.npz
9468,216847,955.429,1,36.232,4641.79,-1.973,0.002,-0.0,0.0,-0.003,11198,20348,7982,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,741.79,0,Daylight_No_Rain,raw_lidar\lidar_009468.npy,semantic_lidar\semantic_009468.npy,adaptive_2_5d\grid_009468.npz
9469,216849,955.529,1,36.232,4642.796,-1.973,0.002,-0.0,0.0,-0.003,3390,6264,2454,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,742.8,0,Daylight_No_Rain,raw_lidar\lidar_009469.npy,semantic_lidar\semantic_009469.npy,adaptive_2_5d\grid_009469.npz
9470,216851,955.629,1,36.231,4643.802,-1.973,0.002,-0.0,0.0,-0.003,11235,20348,7996,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,743.8,0,Daylight_No_Rain,raw_lidar\lidar_009470.npy,semantic_lidar\semantic_009470.npy,adaptive_2_5d\grid_009470.npz
9471,216853,955.729,1,36.231,4644.809,-1.973,0.002,-0.0,0.0,-0.003,3437,6263,2460,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,744.81,0,Daylight_No_Rain,raw_lidar\lidar_009471.npy,semantic_lidar\semantic_009471.npy,adaptive_2_5d\grid_009471.npz
9472,216855,955.829,1,36.231,4645.815,-1.973,0.002,-0.0,0.0,-0.003,11195,20348,7998,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,745.81,0,Daylight_No_Rain,raw_lidar\lidar_009472.npy,semantic_lidar\semantic_009472.npy,adaptive_2_5d\grid_009472.npz
9473,216857,955.929,1,36.231,4646.821,-1.973,0.002,-0.0,0.0,-0.003,3503,6261,2486,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,746.82,0,Daylight_No_Rain,raw_lidar\lidar_009473.npy,semantic_lidar\semantic_009473.npy,adaptive_2_5d\grid_009473.npz
9474,216859,956.029,1,36.231,4647.828,-1.973,0.002,-0.0,0.0,-0.003,11160,20348,8021,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,747.83,0,Daylight_No_Rain,raw_lidar\lidar_009474.npy,semantic_lidar\semantic_009474.npy,adaptive_2_5d\grid_009474.npz
9475,216861,956.129,1,36.231,4648.833,-1.973,0.002,-0.0,0.0,-0.003,3451,6261,2450,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,748.83,0,Daylight_No_Rain,raw_lidar\lidar_009475.npy,semantic_lidar\semantic_009475.npy,adaptive_2_5d\grid_009475.npz
9476,216863,956.229,1,36.231,4649.84,-1.973,0.002,-0.0,0.0,-0.003,11219,20348,8016,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,749.84,0,Daylight_No_Rain,raw_lidar\lidar_009476.npy,semantic_lidar\semantic_009476.npy,adaptive_2_5d\grid_009476.npz
9477,216865,956.329,1,36.231,4650.846,-1.973,0.002,-0.0,0.0,-0.003,3428,6261,2457,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,750.85,0,Daylight_No_Rain,raw_lidar\lidar_009477.npy,semantic_lidar\semantic_009477.npy,adaptive_2_5d\grid_009477.npz
9478,216867,956.429,1,36.231,4651.853,-1.973,0.002,-0.0,0.0,-0.003,11070,20348,7981,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,751.85,0,Daylight_No_Rain,raw_lidar\lidar_009478.npy,semantic_lidar\semantic_009478.npy,adaptive_2_5d\grid_009478.npz
9479,216869,956.529,1,36.231,4652.859,-1.973,0.002,-0.0,0.0,-0.003,3431,6261,2467,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,752.86,0,Daylight_No_Rain,raw_lidar\lidar_009479.npy,semantic_lidar\semantic_009479.npy,adaptive_2_5d\grid_009479.npz
9480,216871,956.629,1,36.231,4653.865,-1.973,0.002,-0.0,0.0,-0.003,11172,20349,7976,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,753.86,0,Daylight_No_Rain,raw_lidar\lidar_009480.npy,semantic_lidar\semantic_009480.npy,adaptive_2_5d\grid_009480.npz
9481,216873,956.729,1,36.278,4655.375,-1.973,0.002,-0.0,0.0,-0.003,3434,6261,2466,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,755.38,0,Daylight_No_Rain,raw_lidar\lidar_009481.npy,semantic_lidar\semantic_009481.npy,adaptive_2_5d\grid_009481.npz
9482,216875,956.829,1,36.231,4655.877,-1.974,0.002,-0.0,0.0,-0.003,11060,20349,7909,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,755.88,0,Daylight_No_Rain,raw_lidar\lidar_009482.npy,semantic_lidar\semantic_009482.npy,adaptive_2_5d\grid_009482.npz
9483,216877,956.929,1,36.231,4656.884,-1.974,0.002,-0.0,0.0,-0.003,3450,6261,2447,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,756.88,0,Daylight_No_Rain,raw_lidar\lidar_009483.npy,semantic_lidar\semantic_009483.npy,adaptive_2_5d\grid_009483.npz
9484,216879,957.029,1,36.231,4657.89,-1.974,0.002,-0.0,0.0,-0.003,11242,20349,8040,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,757.89,0,Daylight_No_Rain,raw_lidar\lidar_009484.npy,semantic_lidar\semantic_009484.npy,adaptive_2_5d\grid_009484.npz
9485,216881,957.129,1,36.231,4658.896,-1.974,0.002,-0.0,0.0,-0.003,3462,6260,2465,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,758.9,0,Daylight_No_Rain,raw_lidar\lidar_009485.npy,semantic_lidar\semantic_009485.npy,adaptive_2_5d\grid_009485.npz
9486,216883,957.229,1,36.231,4659.902,-1.974,0.002,-0.0,0.0,-0.003,11181,20349,8037,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,759.9,0,Daylight_No_Rain,raw_lidar\lidar_009486.npy,semantic_lidar\semantic_009486.npy,adaptive_2_5d\grid_009486.npz
9487,216885,957.329,1,36.231,4660.909,-1.974,0.002,-0.0,0.0,-0.003,3400,6260,2434,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,760.91,0,Daylight_No_Rain,raw_lidar\lidar_009487.npy,semantic_lidar\semantic_009487.npy,adaptive_2_5d\grid_009487.npz
9488,216887,957.429,1,36.231,4661.915,-1.974,0.002,-0.0,0.0,-0.003,11228,20349,8024,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,761.91,0,Daylight_No_Rain,raw_lidar\lidar_009488.npy,semantic_lidar\semantic_009488.npy,adaptive_2_5d\grid_009488.npz
9489,216889,957.529,1,36.231,4662.921,-1.974,0.002,-0.0,0.0,-0.003,3498,6260,2476,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,762.92,0,Daylight_No_Rain,raw_lidar\lidar_009489.npy,semantic_lidar\semantic_009489.npy,adaptive_2_5d\grid_009489.npz
9490,216891,957.629,1,36.231,4663.927,-1.974,0.002,-0.0,0.0,-0.003,11221,20349,8049,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,763.93,0,Daylight_No_Rain,raw_lidar\lidar_009490.npy,semantic_lidar\semantic_009490.npy,adaptive_2_5d\grid_009490.npz
9491,216893,957.729,1,36.231,4664.934,-1.974,0.002,-0.0,0.0,-0.003,3405,6260,2447,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,764.93,0,Daylight_No_Rain,raw_lidar\lidar_009491.npy,semantic_lidar\semantic_009491.npy,adaptive_2_5d\grid_009491.npz
9492,216895,957.829,1,36.231,4665.94,-1.974,0.002,-0.0,0.0,-0.003,11225,20350,7996,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,765.94,0,Daylight_No_Rain,raw_lidar\lidar_009492.npy,semantic_lidar\semantic_009492.npy,adaptive_2_5d\grid_009492.npz
9493,216897,957.929,1,36.231,4666.946,-1.974,0.002,-0.0,0.0,-0.003,3386,6259,2404,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,766.95,0,Daylight_No_Rain,raw_lidar\lidar_009493.npy,semantic_lidar\semantic_009493.npy,adaptive_2_5d\grid_009493.npz
9494,216899,958.029,1,36.231,4667.953,-1.974,0.002,-0.0,0.0,-0.003,11207,20350,8080,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,767.95,0,Daylight_No_Rain,raw_lidar\lidar_009494.npy,semantic_lidar\semantic_009494.npy,adaptive_2_5d\grid_009494.npz
9495,216901,958.129,1,36.231,4668.958,-1.974,0.002,-0.0,0.0,-0.003,3433,6258,2481,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,768.96,0,Daylight_No_Rain,raw_lidar\lidar_009495.npy,semantic_lidar\semantic_009495.npy,adaptive_2_5d\grid_009495.npz
9496,216903,958.229,1,36.231,4669.965,-1.974,0.002,-0.0,0.0,-0.003,11173,20352,8048,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,769.97,0,Daylight_No_Rain,raw_lidar\lidar_009496.npy,semantic_lidar\semantic_009496.npy,adaptive_2_5d\grid_009496.npz
9497,216905,958.329,1,36.231,4670.971,-1.974,0.002,-0.0,0.0,-0.003,3507,6258,2513,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,770.97,0,Daylight_No_Rain,raw_lidar\lidar_009497.npy,semantic_lidar\semantic_009497.npy,adaptive_2_5d\grid_009497.npz
9498,216907,958.429,1,36.231,4671.978,-1.974,0.002,-0.0,0.0,-0.003,11230,20353,8029,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,771.98,0,Daylight_No_Rain,raw_lidar\lidar_009498.npy,semantic_lidar\semantic_009498.npy,adaptive_2_5d\grid_009498.npz
9499,216909,958.529,1,36.231,4672.984,-1.974,0.002,-0.0,0.0,-0.003,3395,6258,2440,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,772.98,0,Daylight_No_Rain,raw_lidar\lidar_009499.npy,semantic_lidar\semantic_009499.npy,adaptive_2_5d\grid_009499.npz
9500,216911,958.629,1,36.278,4674.493,-1.974,0.002,-0.0,0.0,-0.003,11141,20353,7994,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,774.49,0,Daylight_No_Rain,raw_lidar\lidar_009500.npy,semantic_lidar\semantic_009500.npy,adaptive_2_5d\grid_009500.npz
9501,216913,958.729,1,36.231,4674.996,-1.974,0.002,-0.0,0.0,-0.003,3386,6258,2422,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,775.0,0,Daylight_No_Rain,raw_lidar\lidar_009501.npy,semantic_lidar\semantic_009501.npy,adaptive_2_5d\grid_009501.npz
9502,216915,958.829,1,36.278,4676.505,-1.974,0.002,-0.0,0.0,-0.003,11167,20354,7964,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,776.51,0,Daylight_No_Rain,raw_lidar\lidar_009502.npy,semantic_lidar\semantic_009502.npy,adaptive_2_5d\grid_009502.npz
9503,216917,958.929,1,36.231,4677.009,-1.974,0.002,-0.0,0.0,-0.003,3415,6258,2444,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,777.01,0,Daylight_No_Rain,raw_lidar\lidar_009503.npy,semantic_lidar\semantic_009503.npy,adaptive_2_5d\grid_009503.npz
9504,216919,959.029,1,36.231,4678.015,-1.975,0.002,-0.0,0.0,-0.003,11005,20355,7907,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,778.02,0,Daylight_No_Rain,raw_lidar\lidar_009504.npy,semantic_lidar\semantic_009504.npy,adaptive_2_5d\grid_009504.npz
9505,216921,959.129,1,36.231,4679.021,-1.975,0.002,-0.0,0.0,-0.003,3484,6258,2471,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,779.02,0,Daylight_No_Rain,raw_lidar\lidar_009505.npy,semantic_lidar\semantic_009505.npy,adaptive_2_5d\grid_009505.npz
9506,216923,959.229,1,36.231,4680.027,-1.975,0.002,-0.0,0.0,-0.003,11294,20355,8037,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,780.03,0,Daylight_No_Rain,raw_lidar\lidar_009506.npy,semantic_lidar\semantic_009506.npy,adaptive_2_5d\grid_009506.npz
9507,216925,959.329,1,36.231,4681.034,-1.975,0.002,-0.0,0.0,-0.003,3429,6258,2422,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,781.03,0,Daylight_No_Rain,raw_lidar\lidar_009507.npy,semantic_lidar\semantic_009507.npy,adaptive_2_5d\grid_009507.npz
9508,216927,959.429,1,36.278,4682.543,-1.975,0.002,-0.0,0.0,-0.003,11098,20355,7956,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,782.54,0,Daylight_No_Rain,raw_lidar\lidar_009508.npy,semantic_lidar\semantic_009508.npy,adaptive_2_5d\grid_009508.npz
9509,216929,959.529,1,36.231,4683.046,-1.975,0.002,-0.0,0.0,-0.003,3491,6258,2504,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,783.05,0,Daylight_No_Rain,raw_lidar\lidar_009509.npy,semantic_lidar\semantic_009509.npy,adaptive_2_5d\grid_009509.npz
9510,216931,959.629,1,36.278,4684.556,-1.975,0.002,-0.0,0.0,-0.003,11170,20355,7998,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,784.56,0,Daylight_No_Rain,raw_lidar\lidar_009510.npy,semantic_lidar\semantic_009510.npy,adaptive_2_5d\grid_009510.npz
9511,216933,959.729,1,36.231,4685.059,-1.975,0.002,-0.0,0.0,-0.003,3427,6256,2463,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,785.06,0,Daylight_No_Rain,raw_lidar\lidar_009511.npy,semantic_lidar\semantic_009511.npy,adaptive_2_5d\grid_009511.npz
9512,216935,959.829,1,36.231,4687.071,-1.975,0.002,-0.0,0.0,-0.003,11212,20355,7976,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,787.07,0,Daylight_No_Rain,raw_lidar\lidar_009512.npy,semantic_lidar\semantic_009512.npy,adaptive_2_5d\grid_009512.npz
9513,216937,959.929,1,36.278,4687.574,-1.975,0.002,-0.0,0.0,-0.003,3463,6256,2491,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,787.57,0,Daylight_No_Rain,raw_lidar\lidar_009513.npy,semantic_lidar\semantic_009513.npy,adaptive_2_5d\grid_009513.npz
9514,216939,960.029,1,36.231,4688.078,-1.975,0.002,-0.0,0.0,-0.003,11140,20355,7979,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,788.08,0,Daylight_No_Rain,raw_lidar\lidar_009514.npy,semantic_lidar\semantic_009514.npy,adaptive_2_5d\grid_009514.npz
9515,216941,960.129,1,36.231,4689.083,-1.975,0.002,-0.0,0.0,-0.003,3415,6256,2466,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,789.08,0,Daylight_No_Rain,raw_lidar\lidar_009515.npy,semantic_lidar\semantic_009515.npy,adaptive_2_5d\grid_009515.npz
9516,216943,960.229,1,36.231,4690.09,-1.975,0.002,-0.0,0.0,-0.003,11334,20355,8017,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,790.09,0,Daylight_No_Rain,raw_lidar\lidar_009516.npy,semantic_lidar\semantic_009516.npy,adaptive_2_5d\grid_009516.npz
9517,216945,960.329,1,36.231,4691.096,-1.975,0.002,-0.0,0.0,-0.003,3446,6256,2480,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,791.1,0,Daylight_No_Rain,raw_lidar\lidar_009517.npy,semantic_lidar\semantic_009517.npy,adaptive_2_5d\grid_009517.npz
9518,216947,960.429,1,36.231,4692.103,-1.975,0.002,-0.0,0.0,-0.003,11136,20356,7964,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,792.1,0,Daylight_No_Rain,raw_lidar\lidar_009518.npy,semantic_lidar\semantic_009518.npy,adaptive_2_5d\grid_009518.npz
9519,216949,960.529,1,36.231,4693.109,-1.975,0.002,-0.0,0.0,-0.003,3432,6256,2464,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,793.11,0,Daylight_No_Rain,raw_lidar\lidar_009519.npy,semantic_lidar\semantic_009519.npy,adaptive_2_5d\grid_009519.npz
9520,216951,960.629,1,36.231,4694.115,-1.975,0.002,-0.0,0.0,-0.003,11222,20356,8017,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,794.11,0,Daylight_No_Rain,raw_lidar\lidar_009520.npy,semantic_lidar\semantic_009520.npy,adaptive_2_5d\grid_009520.npz
9521,216953,960.729,1,36.231,4695.121,-1.975,0.002,-0.0,0.0,-0.003,3453,6256,2434,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,795.12,0,Daylight_No_Rain,raw_lidar\lidar_009521.npy,semantic_lidar\semantic_009521.npy,adaptive_2_5d\grid_009521.npz
9522,216955,960.829,1,36.231,4696.127,-1.975,0.002,-0.0,0.0,-0.003,11248,20357,8004,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,796.13,0,Daylight_No_Rain,raw_lidar\lidar_009522.npy,semantic_lidar\semantic_009522.npy,adaptive_2_5d\grid_009522.npz
9523,216957,960.929,1,36.231,4697.134,-1.975,0.002,-0.0,0.0,-0.003,3427,6256,2445,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,797.13,0,Daylight_No_Rain,raw_lidar\lidar_009523.npy,semantic_lidar\semantic_009523.npy,adaptive_2_5d\grid_009523.npz
9524,216959,961.029,1,36.278,4698.643,-1.976,0.002,-0.0,0.0,-0.003,11307,20357,8052,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,798.64,0,Daylight_No_Rain,raw_lidar\lidar_009524.npy,semantic_lidar\semantic_009524.npy,adaptive_2_5d\grid_009524.npz
9525,216961,961.129,1,36.231,4699.146,-1.976,0.002,-0.0,0.0,-0.003,3507,6256,2499,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,799.15,0,Daylight_No_Rain,raw_lidar\lidar_009525.npy,semantic_lidar\semantic_009525.npy,adaptive_2_5d\grid_009525.npz
9526,216963,961.229,1,36.231,4700.152,-1.976,0.002,-0.0,0.0,-0.003,11180,20357,7960,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,800.15,0,Daylight_No_Rain,raw_lidar\lidar_009526.npy,semantic_lidar\semantic_009526.npy,adaptive_2_5d\grid_009526.npz
9527,216965,961.329,1,36.231,4701.159,-1.976,0.002,-0.0,0.0,-0.003,3454,6256,2459,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,801.16,0,Daylight_No_Rain,raw_lidar\lidar_009527.npy,semantic_lidar\semantic_009527.npy,adaptive_2_5d\grid_009527.npz
9528,216967,961.429,1,36.231,4702.165,-1.976,0.002,-0.0,0.0,-0.003,11240,20357,8056,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,802.16,0,Daylight_No_Rain,raw_lidar\lidar_009528.npy,semantic_lidar\semantic_009528.npy,adaptive_2_5d\grid_009528.npz
9529,216969,961.529,1,36.231,4703.171,-1.976,0.002,-0.0,0.0,-0.003,3466,6256,2436,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,803.17,0,Daylight_No_Rain,raw_lidar\lidar_009529.npy,semantic_lidar\semantic_009529.npy,adaptive_2_5d\grid_009529.npz
9530,216971,961.629,1,36.231,4704.177,-1.976,0.002,-0.0,0.0,-0.003,11293,20357,8028,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,804.18,0,Daylight_No_Rain,raw_lidar\lidar_009530.npy,semantic_lidar\semantic_009530.npy,adaptive_2_5d\grid_009530.npz
9531,216973,961.729,1,36.231,4705.184,-1.976,0.002,-0.0,0.0,-0.003,3501,6256,2512,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,805.18,0,Daylight_No_Rain,raw_lidar\lidar_009531.npy,semantic_lidar\semantic_009531.npy,adaptive_2_5d\grid_009531.npz
9532,216975,961.829,1,36.278,4706.693,-1.976,0.002,-0.0,0.0,-0.003,11259,20357,8002,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,806.69,0,Daylight_No_Rain,raw_lidar\lidar_009532.npy,semantic_lidar\semantic_009532.npy,adaptive_2_5d\grid_009532.npz
9533,216977,961.929,1,36.231,4707.196,-1.976,0.002,-0.0,0.0,-0.003,3443,6256,2462,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,807.2,0,Daylight_No_Rain,raw_lidar\lidar_009533.npy,semantic_lidar\semantic_009533.npy,adaptive_2_5d\grid_009533.npz
9534,216979,962.029,1,36.278,4708.706,-1.976,0.002,-0.0,0.0,-0.003,11098,20358,7935,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,808.71,0,Daylight_No_Rain,raw_lidar\lidar_009534.npy,semantic_lidar\semantic_009534.npy,adaptive_2_5d\grid_009534.npz
